place_name,place_img,place_map,category,city,rating,price,gabungan
Taman Nasional Komodo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/91.%20Taman%20Nasional%20Komodo/main/wisata-taman-nasional-komodo-ini-3-pulau-yang-bisa-dijelajahi-pn9sAU7erN.jpg,https://www.google.com/maps/search/Taman+Nasional+Komodo,"Bahari,Taman Hiburan,Taman Nasional",Manggarai,4.7,300000.0,taman nasional komodo terletak di kepulauan nusa tenggara indonesia taman nasional terkenal dengan keanekaragaman hayatinya termasuk satwa komodo yang menjadi primadona tempat di taman nasional komodo pengunjung menikmati keindahan alam keanekaragaman hayati yang luar biasa bahari taman hiburan taman nasional manggarai
Pantai Klayar,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/92.%20Pantai%20Klayar/main/Keindahan-lanskap-pantai-klayar-dari-ketinggian.jpg,https://www.google.com/maps/search/Pantai+Klayar,"Bahari,Cagar Alam",Pacitan,4.5,10000.0,pantai terkenal dengan keindahan alamnya dengan pasir putih yang lembut tebing karang yang menjulang tinggi ombak yang kuat pemandangan pantai yang eksotis suasana yang tenang menjadikan pantai klayar tujuan wisata yang populer bahari cagar alam pacitan
Taman Hutan Raya Bung Hatta,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/93.%20Taman%20Hutan%20Raya%20Bung%20Hatta/main/image_default_621cc412704e8.jpg,https://www.google.com/maps/search/Taman+Hutan+Raya+Bung+Hatta,"Cagar Alam,Taman Hiburan",Padang,4.0,5000.0,taman hutan raya bung hatta terletak di kota padang sumatra barat indonesia taman hutan raya terkenal dengan keindahan alamnya yang asri terutama hutan sungai yang mempesona di taman hutan raya bung hatta pengunjung melakukan aktivitas seperti hiking camping sekadar menikmati keindahan alam yang menakjubkan cagar alam taman hiburan padang
Taman Wisata Alam Punti Kayu,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/94.%20Taman%20Wisata%20Alam%20Punti%20Kayu/main/rencana-pengembangan-fasilitas-semi-wild-pengelolaan-satwa-di_210528145049-208.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Punti+Kayu,"Budaya,Cagar Alam",Palembang,4.3,10000.0,taman wisata alam punti kayu terletak di kota palembang sumatera selatan tempat wisata memiliki macam fasilitas rekreasi seperti taman bermain kolam renang danau lapangan olahraga budaya cagar alam palembang
Taman Nasional Teluk Cendrawasih,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/95.%20Taman%20Nasional%20Teluk%20Cendrawasih/main/taman-nasional-teluk-cenderawasih.jpg,https://www.google.com/maps/search/Taman+Nasional+Teluk+Cendrawasih,Taman Nasional,Papua Barat,4.3,20000.0,taman nasional teluk cenderawasih kawasan konservasi laut di papua yang memiliki terumbu karang terluas di dunia terumbu karang menjadi rumah bagi jenis ikan satwa laut seperti hiu paus penyu hijau taman nasional teluk cenderawasih menyuguhkan pemandangan alam yang indah kegiatan snorkeling diving yang menarik taman nasional papua barat
Taman Hutan Raya Sultan Syarif Hasyim,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/96.%20Taman%20Hutan%20Raya%20Sultan%20Syarif%20Hasyim/main/taman-hutan-raya-sultan-syarif-hasyim-1.jpeg,https://www.google.com/maps/search/Taman+Hutan+Raya+Sultan+Syarif+Hasyim,"Cagar Alam,Taman Nasional",Pekanbaru,4.2,0.0,taman hutan raya sultan syarif hasyim taman hutan yang terletak di kota pekanbaru riau indonesia taman memiliki luas sekitar 1 300 hektar merupakan salah satu area konservasi hutan tropis yang penting di indonesia di sini terdapat macam flora fauna langka yang dilindungi jalur hiking fasilitas pendukung cagar alam taman nasional pekanbaru
Taman Nasional Tesso Nilo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/97.%20Taman%20Nasional%20Tesso%20Nilo/main/jelajah-ratusan-jenis-flora-fauna-di-taman-nasional-tesso-nilo-riau-CbAhO1fa7C.jpg,https://www.google.com/maps/search/Taman+Nasional+Tesso+Nilo,"Cagar Alam,Taman Nasional",Pelalawan,4.0,15000.0,taman nasional tesso nilo terletak di riau memiliki luas sekitar 83 068 hektar tempat wisata terkenal dengan keanekaragaman flora fauna seperti harimau sumatera gajah orangutan cagar alam taman nasional pelalawan
Taman Hutan Raya Wan Abdul Rachman,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/98.%20Taman%20Hutan%20Raya%20Wan%20Abdul%20Rachman/main/bxdi5xgaecczqkrpprnd.jpg,https://www.google.com/maps/search/Taman+Hutan+Raya+Wan+Abdul+Rachman,"Cagar Alam,Taman Nasional",Pesawaran,4.4,5000.0,taman hutan raya wan abdul rachman berlokasi di lampung memiliki luas sekitar 15 000 hektar tempat wisata memiliki macam atraksi seperti air terjun danau jenis tumbuhan yang langka cagar alam taman nasional pesawaran
Taman Wisata Alam Hutan Albasia,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/99.%20Taman%20Wisata%20Alam%20Hutan%20Albasia/main/IMG_20210213_174109-scaled.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Hutan+Albasia,"Budaya,Cagar Alam",Pontianak,4.1,5000.0,taman wisata alam kubu raya taman wisata alam yang terletak di kalimantan barat indonesia taman memiliki hutan yang luas beragam spesies flora fauna yang menarik untuk dijelajahi pengunjung melakukan kegiatan seperti hiking camping berburu foto alam yang indah di sini budaya cagar alam pontianak
Taman Buru Gunung Masigit Kareumbi,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/100.%20Taman%20Buru%20Gunung%20Masigit%20Kareumbi/main/Surga-Itu-Bernama-Taman-Buru-Gunung-Masigit-Kareumbi.jpg,https://www.google.com/maps/search/Taman+Buru+Gunung+Masigit+Kareumbi,Cagar Alam,Purwakarta,4.3,5000.0,taman wisata alam gunung masigit tempat wisata alam yang terletak di purwakarta jawa barat indonesia taman terkenal dengan keindahan panorama pegunungan hutan aktivitas seperti camping hiking off road cagar alam purwakarta
Taman Nasional Kutai,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/100.%20Taman%20Buru%20Gunung%20Masigit%20Kareumbi/gallery_photo/Taman-Buru-Masigit-Kareumbi.jpg,https://www.google.com/maps/search/Taman+Nasional+Kutai,"Cagar Alam,Taman Nasional",Samarinda,4.7,15000.0,taman nasional kutai taman nasional yang terletak di kalimantan timur indonesia taman memiliki luas sekitar 200 000 hektar menjadi habitat bagi macam spesies flora fauna seperti orangutan bekantan harimau pengunjung menikmati keindahan alam dengan berjalan jalan mengikuti program tur yang disediakan pihak taman nasional cagar alam taman nasional samarinda
Air Terjun Kali Pancur,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/102.%20Air%20Terjun%20Kali%20Pancur/main/air-terjun-kali-pancur-jawa-tengah.jpeg,https://www.google.com/maps/search/Air+Terjun+Kali+Pancur,Cagar Alam,Semarang,4.1,5000.0,kali pancur getasan merupakan kawasan wisata alam air terjun kali pancur berada di desa nogosaren kecamatan getasan kabupaten semarang sekitar 14 km sebelah barat kota salatiga untuk menuju ke lokasi objek wisata tidak sarana transportasi umum jadi membawa kendaraan sendiri cagar alam semarang
Air Terjun Semirang,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/103.%20Air%20Terjun%20Semirang/main/Air-Terjun-Semirang-Ungaran-Di-Semarang.jpg,https://www.google.com/maps/search/Air+Terjun+Semirang,Cagar Alam,Semarang,4.4,9000.0,terletak di lereng gunung ungaran bagian utara terdapat air terjun yang eksotis dengan kolam renang yang berwarna hijau yang dikelilingi popohonan kesejukan udara pegunungan nama lokasi tersebut air terjun semirang disebut curug semirang masyarakat semarang menyebutnya dengan curug semarang keindahannya lokasi wisata sering dikunjungi wisatawan hari hari biasa apalagi liburan tiba air terjun semirang curug semirang berada di kawasan hutan lindung dengan luas 10 hektar di bawah pengelolaan perum perhutani adapun air terjun memiliki ketinggian sekitar 45 meter jarak lokasi parkiran dengan lokasi air terjun sekitar 500 meter selama perjalanan pengunjung disuguhkan pemandangan alam yang asri dengan kesegaran udara yang sejuk cagar alam semarang
Brown Canyon,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/104.%20Brown%20Canyon/main/Brown_Canyon_1.jpg,https://www.google.com/maps/search/Brown+Canyon,Cagar Alam,Semarang,4.2,0.0,di indonesia brown canyon bekas penambangan tanah di meteseh tembalang semarang lokasi menjadi salah satu lokasi tempat wisata yang populer di semarang dianggap mirip dengan grand canyon di amerika serikat kemiripan terletak bukit bukit yang berubah menjadi tebing tebing curam cagar alam semarang
Candi Gedong Songo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/105.%20Candi%20Gedong%20Songo/main/candi-gedong-songo.jpg,https://www.google.com/maps/search/Candi+Gedong+Songo,Budaya,Semarang,4.5,10000.0,candi gedong songo kompleks candi yang terletak di kabupaten semarang jawa tengah indonesia terdiri dari sembilan candi hindu yang tersebar di atas bukit bukit yang hijau tempat menawarkan pemandangan alam yang indah keindahan arsitektur candi kuno pengunjung menikmati perjalanan mendaki yang menantang sambil menikmati udara segar di sepanjang jalan di candi terdapat relief relief yang menampilkan kisah kisah hindu panorama alam yang memukau candi gedong songo tempat yang ideal untuk wisatawan yang mencari pengalaman budaya sejarah keindahan alam yang menakjubkan budaya semarang
Danau Rawa Pening,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/106.%20Danau%20Rawa%20Pening/main/5f2e2e59f07ed.jpg,https://www.google.com/maps/search/Danau+Rawa+Pening,Cagar Alam,Semarang,4.5,15000.0,rawa pening pening salah satu varian bahasa jawa dari kata wening yang artinya hening tenang damai bahasa jawa ê ê â ê ê ¼ê ê ê translit rawa pening danau alam di kabupaten semarang jawa tengah dengan luas 2 670 hektare ia menempati wilayah kecamatan ambarawa bawen tuntang banyubiru rawa pening terletak di cekungan terendah lereng gunung merbabu gunung telomoyo gunung ungaran danau dangkal menjadi hulu bagi sungai tuntang cagar alam semarang
Desa Wisata Lembah Kalipancur,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/107.%20Desa%20Wisata%20Lembah%20Kalipancur/main/Kalipancur.jpg,https://www.google.com/maps/search/Desa+Wisata+Lembah+Kalipancur,"Desa Wisata,Taman Hiburan",Semarang,3.9,0.0,wisata alam tengah menjadi sorotan bagi dunia pariwisata wisata alam tidak pegunungan danau hutan air terjun pantai merambah ke konsep pedesaan seperti desa wisata lembah kalipancur tempat wisata menawarkan rekreasi berkonsep pedesaan yang di kota semarang meskipun berkonsep pedesaan lokasinya tidak jauh dari pusat kota objek wisata yang lama berdiri tetap diminati wisatawan desa wisata taman hiburan semarang
Durian Gardens and Tourism Education Watu Simbar,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/108.%20Durian%20Gardens%20and%20Tourism%20Education%20Watu%20Simbar/main/images.jpeg,https://www.google.com/maps/search/Durian+Gardens+and+Tourism+Education+Watu+Simbar,"Budaya,Cagar Alam",Semarang,4.1,5000.0,perlu diketahui watu simbar merupakan lokasi wisata yang menawarkan edukasi dari macam pohon durian walaupun terkesan biasa hal tersebut yang sebenarnya menjadi keunikan tempat apabila seseorang datang kemari orang tersebut mempelajari hal pohon durian selain mempelejari macam hal pohon durian tersebut pengunjung membeli durian yang berada disana budaya cagar alam semarang
Goa Rong,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/109.%20Goa%20Rong/main/63cf970536bd5.png,https://www.google.com/maps/search/Goa+Rong,"Budaya,Cagar Alam",Semarang,4.4,5000.0,semarang memiliki wisata di ketinggian bernama goa rong keberadaan kawasan wisata menunjukkan bahwa semarang tak identik dengan lawang sewu kota lama meskipun bernama goa rong tempat yang menonjol di sini bukanlah gua melainkan daerah ketinggian dengan pemandangan yang menakjubkan sementara di objek wisata bagian gua lorong yang sempit tidak memungkinkan dimasuki manusia sebaliknya pemandangan yang tersaji dari atas bukitnya begitu menakjubkan wisatawan menghabiskan waktu dengan berfoto menikmati pemandangan kuliner di cafe bahkan tersedia fasilitas outbond budaya cagar alam semarang
Hutan Wisata Tinjomoyo Semarang,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/110.%20Hutan%20Wisata%20Tinjomoyo%20Semarang/main/sports-track-hutan-wisata-tinjomoyo-678x381.jpg,https://www.google.com/maps/search/Hutan+Wisata+Tinjomoyo+Semarang,Cagar Alam,Semarang,4.3,3000.0,awalnya taman wisata hutan tinjomoyo semarang smg merupakan kebun binatang dengan ragam binatang hutan di dalamnya terjadi banjir besar memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata hutan tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit sungai hutan tumbuhan yang paling terdapat di sini vegetasi pohon jati pinus tak heran kawasan cocok sekali dijadikan hutan wisata yang alami dengan luas lahan 57 5 hektare area tersebut sering dimanfaatkan tempat berkemah cagar alam semarang
Kampoeng Kopi Banaran,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/111.%20Kampoeng%20Kopi%20Banaran/main/Kampoeng-Kopi-Banaran-semarang.jpg,https://www.google.com/maps/search/Kampoeng+Kopi+Banaran,"Budaya,Taman Hiburan",Semarang,4.4,200000.0,kampoeng kopi banaran agro wisata perkebunan kopi di kabupaten semarang tempat wisata memiliki luas 462 hektar yang sebagian dijadikan resort tempat wisata lokasinya berada di areal perkebunan kopi kebun getas afdeling assinan tepatnya jl raya semarang â solo km 35 lokasi kampoeng kopi banaran yang berada di ketinggian 480 â 600m dpl membuat suhu udara disana sejuk 23âºc â 27âºc jadi cocok banget buat pelesir mencari udara dingin segar dengan pemandangan indah menghilangkan penat kesibukan kota besar di tengah perkebunan yang asri budaya taman hiburan semarang
Kampoeng Rawa,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/112.%20Kampoeng%20Rawa/main/suasana-di-dalam-resto-apung.jpg,https://www.google.com/maps/search/Kampoeng+Rawa,Cagar Alam,Semarang,4.3,3000.0,kampoeng rawa disebut kampung rawa objek wisata di ambarawa jawa tengah yang terletak di sabuk hijau di sekitar danau rawa pening dibuka agustus 2012 tempat dimiliki dioperasikan dua belas kelompok petani nelayan yang didanai artha prima credit union kompleks tersebut dimaksudkan untuk mempengaruhi kesejahteraan petani melayani lokal disamping mempromosikan ekologi danau di wilayah tersebut fasilitasnya meliputi restoran mengapung pendopo pusat kerajinan tempat memancing dok hari libur tempat dikunjungi ratusan pengunjung kompleks disengketakan perizinannya dibangun di sabuk hijau kemungkinan dampak ekologinya cagar alam semarang
Obyek Wisata Goa Kreo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/113.%20Obyek%20Wisata%20Goa%20Kreo/main/Wisata-Goa-Kreo-Semarang.png,https://www.google.com/maps/search/Obyek+Wisata+Goa+Kreo,"Budaya,Cagar Alam",Semarang,4.3,5500.0,goa kreo semarang yang berada di ibukota jawa tengah begitu hit di kalangan netizen tak heran cuaca cerah antrian menuju ke sana begitu mengular meski tak angkutan umum menuju ke sana tak menghalangi rasa penasaran wisatawan gua terbentuk secara alami yang membedakan gua dengan gua letaknya lokasinya terletak di tengah waduk jatibarang bendungan yang membendung sungai kreo budaya cagar alam semarang
Waduk Jatibarang Mijen,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/114.%20Waduk%20Jatibarang%20Mijen/main/Fasilitas-Area-Pertunjukkan.jpg,https://www.google.com/maps/search/Waduk+Jatibarang+Mijen,Cagar Alam,Semarang,4.1,2500.0,waduk jatibarang mijen waduk yang terletak di mijen semarang jawa tengah indonesia waduk menawarkan pemandangan indah suasana yang tenang air jernih waduk yang dikelilingi perbukitan hijau menciptakan panorama yang memukau pengunjung menikmati kegiatan seperti perahu dayung memancing bersantai di tepi waduk sambil menikmati keindahan alam sekitarnya waduk jatibarang mijen menjadi tempat yang populer bagi wisatawan yang ingin melepaskan penat menikmati keindahan alam yang damai cagar alam semarang
Watu Gunung Ungaran,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/115.%20Watu%20Gunung%20Ungaran/main/Watu-Gunung-Ungaran.jpg,https://www.google.com/maps/search/Watu+Gunung+Ungaran,Cagar Alam,Semarang,4.3,25000.0,watu gunung ungaran situs spiritual yang terletak di gunung ungaran semarang jawa tengah indonesia situs terkenal dengan batu raksasa yang disebut watu gunung yang memiliki nilai sakral dianggap suci masyarakat setempat pengunjung naik ke atas batu tersebut untuk menikmati pemandangan alam yang indah dari ketinggian watu gunung ungaran menjadi tempat tujuan bagi peziarah yang ingin berdoa melakukan ritual keagamaan tempat menawarkan kedamaian keharmonisan yang membuatnya menjadi tempat yang menarik untuk mengunjungi bagi yang mencari pengalaman spiritual cagar alam semarang
Wisata Alam Wana Wisata Penggaron,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/116.%20Wisata%20Alam%20Wana%20Wisata%20Penggaron/main/gerbang%20penggaron.jpg,https://www.google.com/maps/search/Wisata+Alam+Wana+Wisata+Penggaron,Cagar Alam,Semarang,4.1,10000.0,wisata alam wana wisata penggaron destinasi wisata alam yang terletak di semarang jawa tengah indonesia tempat menawarkan keindahan alam yang alami dengan suasana yang sejuk segar pengunjung menikmati pepohonan yang rindang air terjun yang indah trekking di hutan yang menantang terdapat fasilitas permainan air kolam renang tempat berkemah untuk pengunjung yang ingin menghabiskan waktu lama di sini wana wisata penggaron destinasi yang sempurna untuk melarikan diri dari hiruk pikuk kota menikmati keindahan alam yang menenangkan cagar alam semarang
Wisata Lereng Kelir,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/117.%20Wisata%20Lereng%20Kelir/main/Wisata-Lereng-Kelir-Kab.-Semarang.jpg,https://www.google.com/maps/search/Wisata+Lereng+Kelir,Cagar Alam,Semarang,4.4,7000.0,wisata yang di kawasan gunung kelir memang mulai populer sejak awal tahun 2021 wisatawan kerap berbondong bondong menuju kesana untuk meredam rasa penasaran destinasi baru tersebut gunung kelir memiliki ketinggian dari 2000 mdpl wisata lereng kelir berada diatas ketinggian mencapai 1384 mdpl 700mdpl dari ketinggian tersebut membuat hampir kawasan kota ambarawa terlihat sebagian kecil wilayah semarang selatan wisata gardu pandang lereng kelir memang dikatakan tinggi dari tempat wisata gardu pandang yang di jawa tengah cagar alam semarang
Wisata Mangrove Tapak,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/118.%20Wisata%20Mangrove%20Tapak/main/hutan-mangrove.jpg,https://www.google.com/maps/search/Wisata+Mangrove+Tapak,"Budaya,Cagar Alam",Semarang,4.3,5000.0,wisata hutan mangrove semarang hampir tak sepi dikunjungi wisatawan tak jarang pengunjung yang datang ke wisata cantik baik berswafoto maupun sekedar jalan jalan menapaik selasar kayu obyek instagramable pas dibagikan di sosmed bahkan diburu yang berkecimpung di bidang fotografi budaya cagar alam semarang
Taman Nasional Baluran,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/119.%20Taman%20Nasional%20Baluran/main/BALURAN.jpg,https://www.google.com/maps/search/Taman+Nasional+Baluran,"Cagar Alam,Taman Nasional",Situbondo,4.6,150000.0,taman nasional terkenal dengan keindahan alamnya yang kaya flora fauna kawasan mencakup ekosistem seperti hutan bakau savana hutan hujan tropis pantai taman nasional baluran menawarkan pemandangan yang spektakuler dengan hewan liar seperti banteng kijang babi hutan spesies burung yang ditemui di sana cagar alam taman nasional situbondo
Desa Wisata Kinahrejo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/120.%20Desa%20Wisata%20Kinahrejo/main/bunker-kaliadem.jpg,https://www.google.com/maps/search/Desa+Wisata+Kinahrejo,Desa Wisata,Sleman,4.3,5000.0,desa wisata kinahrejo terletak di kabupaten sleman yogyakarta indonesia desa wisata terkenal dengan keindahan alamnya yang asri terutama pemandangan dari kaki gunung merapi yang mempesona di desa wisata kinahrejo pengunjung melakukan aktivitas seperti hiking camping sekadar menikmati keindahan alam yang menakjubkan desa wisata sleman
Taman Nasional Kerinci Seblat,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/121.%20Taman%20Nasional%20Kerinci%20Seblat/main/TAMAN-NASIONAL-KERINCI-SEBAT2.jpg,https://www.google.com/maps/search/Taman+Nasional+Kerinci+Seblat,"Taman Nasional,Cagar Alam",Solok Selatan,4.6,10000.0,taman nasional kerinci seblat terletak di sumatra indonesia taman nasional terkenal dengan keanekaragaman hayatinya termasuk flora fauna yang endemik di kawasan sumatra seperti harimau gajah orangutan di taman nasional kerinci seblat pengunjung melakukan aktivitas seperti hiking melihat air terjun sekadar bersantai di alam yang asri taman nasional cagar alam solok selatan
Taman Wisata Tirta Alam,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/122.%20Taman%20Wisata%20Tirta%20Alam/main/2019-09-17.jpg,https://www.google.com/maps/search/Taman+Wisata+Tirta+Alam,"Budaya,Cagar Alam",Subang,4.2,20000.0,taman wisata alam tirta alam tempat wisata alam yang terletak di subang jawa barat indonesia taman memiliki area sekitar 250 hektar yang terdiri dari beragam jenis flora fauna memiliki panorama alam yang menakjubkan di sini pengunjung menikmati kegiatan seperti berjalan jalan di alam terbuka camping berkunjung ke air terjun yang indah budaya cagar alam subang
Taman Wisata Alam Curug Cipendok,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/123.%20Taman%20Wisata%20Alam%20Curug%20Cipendok/main/12-Love-Deck-Ilham-Wahyu-Alfian-e1573786242992.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Curug+Cipendok,"Budaya,Cagar Alam",Sukabumi,4.4,9000.0,taman wisata alam curug cipendok tempat wisata yang terletak di sukabumi jawa barat indonesia taman terkenal dengan air terjunnya yang indah kegiatan seperti berenang memancing hiking di sekitarnya di sini terdapat area camping yang cocok untuk melepas penat menikmati alam budaya cagar alam sukabumi
Taman Wisata Alam Situgunung,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/124.%20Taman%20Wisata%20Alam%20Situgunung/main/WhatsApp_Image_2020-03-11_at_14.12_.03_.jpeg,https://www.google.com/maps/search/Taman+Wisata+Alam+Situgunung,"Budaya,Cagar Alam",Sukabumi,4.0,50000.0,taman wisata alam situgunung tempat wisata alam yang terletak di sukabumi jawa barat indonesia taman memiliki keindahan alam yang memukau termasuk air terjun danau yang indah pengunjung melakukan aktivitas seperti hiking camping memancing taman wisata alam situgunung terkenal dengan keberadaan flora fauna yang beragam seperti bunga anggrek burung elang budaya cagar alam sukabumi
Danau Toba,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/125.%20Danau%20Toba/main/we-provide-lake-toba.jpg,https://www.google.com/maps/search/Danau+Toba,"Budaya,Cagar Alam,Desa Wisata",Sumatra Utara,4.5,20000.0,danau toba terletak di sumatra utara indonesia merupakan danau terbesar di indonesia danau toba dikenal tempat wisata yang populer terutama bagi pecinta alam budaya di sekitar danau terdapat atraksi wisata seperti air terjun pantai pasar tradisional pulau pulau kecil yang menarik budaya cagar alam desa wisata sumatra utara
Ekowisata Mangrove Wonorejo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/126.%20Ekowisata%20Mangrove%20Wonorejo/main/620f20f9e33ad.jpg,https://www.google.com/maps/search/Ekowisata+Mangrove+Wonorejo,"Cagar Alam,Taman Hiburan",Surabaya,4.3,0.0,hutan wisata mangrove surabaya merupakan wisata yang menggabungkan wisata rekreasi edukasi di area dengan luas kurang 200 hektar ditanami tanaman bakau lokasi wisata dikelola dengan baik pemerintah kota surabaya sehingga wisata diminati pengunjung tertata rapi bersih aktivitas wisata yang dilakukan berkeliling hutan mangrove baik menggunakan perahu berjalan kaki wisata edukasi mengenai ekosistem sekitar cagar alam taman hiburan surabaya
Kebun Bibit Wonorejo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/127.%20Kebun%20Bibit%20Wonorejo/main/detail_46_04.jpg,https://www.google.com/maps/search/Kebun+Bibit+Wonorejo,Cagar Alam,Surabaya,4.4,0.0,meskipun namanya kebun bibit kawasan rasanya cocok disebut taman kawasan kebun bibit wonorejo terbagi menjadi 2 bagian taman aktif taman pasif yang total keduanya mempunyai luas sebesar 5 9 hektare cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem selain mall taman kota di surabaya seperti kebun bibit wonorejo pilihan yang tepat pengunjung dimanjakan dengan udara sejuk hal banyaknya pepohonan yang menjulang tinggi cagar alam surabaya
Taman Flora Bratang Surabaya,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/128.%20Taman%20Flora%20Bratang%20Surabaya/main/00232968s1.jpg,https://www.google.com/maps/search/Taman+Flora+Bratang+Surabaya,Taman Hiburan,Surabaya,4.7,0.0,taman flora salah satu taman kota di surabaya yang merupakan fasilitas publik dari pemkot setempat sehingga tempat memang sengaja dibuat untuk dinikmati khalayak umum taman merupakan fasilitas publik yang didirikan pemkot surabaya maka bagi siapa ingin memanfaatkan taman kota tidak perlu membayar tiket masuk alias gratis taman hiburan surabaya
Taman Wisata Alam Telaga Menjer,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/129.%20Taman%20Wisata%20Alam%20Telaga%20Menjer/main/telaga-menjer-deing-wonsobo.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Telaga+Menjer,"Budaya,Cagar Alam",Wonosobo,4.6,5000.0,taman wisata alam telaga menjer terletak di wonosobo jawa tengah tempat wisata terkenal dengan keindahan danau menjer yang dikelilingi tebing tebing curam hijau yang membuat pemandangan menjadi indah budaya cagar alam wonosobo
Air Terjun Kedung Pedut,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/130.%20Air%20Terjun%20Kedung%20Pedut/main/Kedungpedut.jpg,https://www.google.com/maps/search/Air+Terjun+Kedung+Pedut,Cagar Alam,Yogyakarta,4.5,20000.0,air terjun kedung pedut biasa disebut curug kedung pedut berasal dari istilah bahasa jawa curug yang berarti air terjun kedung berarti kubangan kolam pedut berarti kabut air terjun kedung pedut merupakan salah satu wisata alam yang di kulonprogo yang dikenal keindahan warna airnya cagar alam yogyakarta
Air Terjun Sri Gethuk,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/131.%20Air%20Terjun%20%20Sri%20Gethuk/main/2214142021-Suasana-Air-Terjun-Sri-Gethuk.jpg,https://www.google.com/maps/search/Air+Terjun+Sri+Gethuk,Cagar Alam,Yogyakarta,4.4,15000.0,air terjun sri gethuk terletak di desa bleberan gunungkidul yogyakarta indonesia air terjun menawarkan keindahan alam yang memukau dengan air yang mengalir melalui tebing batu karang membentuk air terjun yang spektakuler pengunjung menikmati panorama yang indah sambil merasakan semilir angin percikan air yang segar terdapat perahu bambu tradisional yang digunakan untuk menjelajahi sungai yang mengalir di sekitar air terjun air terjun sri gethuk tempat yang populer untuk menikmati keindahan alam sensasi petualangan di tengah aliran air yang menyejukkan cagar alam yogyakarta
Blue Lagoon Jogja,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/132.%20Blue%20Lagoon%20Jogja/main/672-1024x689.jpg,https://www.google.com/maps/search/Blue+Lagoon+Jogja,"Bahari,Taman Hiburan",Yogyakarta,4.3,10000.0,blue lagoon salah satu wisata air jogja yang terkenal dikunjungi wisatawan dari daerah penjuru yang menganggap bahwa blue lagoon surga wisata jogja tersembunyi meskipun keindahan yang ditawarkan tempat mahal untuk menikmatinya tidak perlu merogoh kocek dalam2 budget untuk masuk ke area wisata tidak semahal yang di islandia bahari taman hiburan yogyakarta
